data_venda,id_pedido,produto,categoria,quantidade,preco_unitario,receita_total,regiao,metodo_pagamento,cliente_tipo
2024-01-15,PED01327,iPad Air,Tablets,1,4200,4200,Centro,Cartão de Crédito,Recorrente
2024-04-09,PED01328,JBL Tune 510,Fones de Ouvido,3,280,840,Centro,PIX,Recorrente
2024-10-15,PED01329,Samsung Buds,Fones de Ouvido,2,650,1300,Oeste,PIX,Recorrente
2024-07-12,PED01330,Lenovo Tab P11,Tablets,1,1800,1800,Norte,PIX,Recorrente
2024-09-15,PED01331,Lenovo ThinkPad,Laptops,1,5800,5800,Sul,PIX,Novo
2024-05-17,PED01332,Xiaomi 13,Smartphones,1,2800,2800,Leste,Cartão de Crédito,Novo
2024-12-15,PED01333,Asus ROG,Laptops,1,9500,9500,Norte,PIX,Recorrente
2024-03-19,PED01334,Asus ROG,Laptops,1,9500,9500,Leste,Boleto,Novo
2024-04-18,PED01335,Lenovo ThinkPad,Laptops,1,5800,5800,Norte,PIX,Recorrente
2024-04-17,PED01336,Asus ROG,Laptops,2,9500,19000,Leste,Boleto,Recorrente
2024-05-27,PED01337,Samsung Buds,Fones de Ouvido,3,650,1950,Sul,Boleto,Recorrente
2024-02-11,PED01338,Xiaomi Band 8,Smartwatches,2,350,700,Centro,Cartão de Crédito,Recorrente
2024-02-23,PED01339,Motorola Edge 40,Smartphones,1,2200,2200,Norte,Boleto,Novo
2024-06-24,PED01340,Motorola Edge 40,Smartphones,1,2200,2200,Leste,Cartão de Crédito,Novo
2024-01-10,PED01341,JBL Tune 510,Fones de Ouvido,1,280,280,Sul,Cartão de Débito,Recorrente
2024-09-12,PED01342,Samsung Buds,Fones de Ouvido,1,650,650,Centro,Cartão de Débito,Novo
2024-02-08,PED01343,MacBook Air M2,Laptops,1,8500,8500,Sul,Boleto,Recorrente
2024-04-26,PED01344,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Oeste,Boleto,Recorrente
2024-06-08,PED01345,JBL Tune 510,Fones de Ouvido,3,280,840,Centro,Cartão de Débito,Recorrente
2024-02-18,PED01346,Lenovo Tab P11,Tablets,1,1800,1800,Leste,PIX,Recorrente
2024-02-24,PED01347,Lenovo ThinkPad,Laptops,1,5800,5800,Leste,Boleto,Recorrente
2024-11-21,PED01348,Amazon Fire HD,Tablets,1,850,850,Oeste,PIX,Novo
2024-02-27,PED01349,Samsung Galaxy Watch 6,Smartwatches,2,2800,5600,Centro,Cartão de Débito,Recorrente
2024-08-18,PED01350,Lenovo Tab P11,Tablets,2,1800,3600,Centro,Cartão de Crédito,Recorrente
2024-10-08,PED01351,Samsung Galaxy S23,Smartphones,1,4200,4200,Leste,PIX,Recorrente
2024-02-10,PED01352,iPhone 14,Smartphones,1,3500,3500,Leste,Boleto,Recorrente
2024-06-26,PED01353,MacBook Air M2,Laptops,1,8500,8500,Centro,PIX,Recorrente
2024-09-26,PED01354,JBL Tune 510,Fones de Ouvido,2,280,560,Oeste,Cartão de Débito,Recorrente
2024-05-07,PED01355,Samsung Buds,Fones de Ouvido,1,650,650,Oeste,Cartão de Débito,Recorrente
2024-08-10,PED01356,iPad Air,Tablets,1,4200,4200,Sul,PIX,Recorrente
2024-04-17,PED01357,iPad Air,Tablets,1,4200,4200,Centro,PIX,Recorrente
2024-11-05,PED01358,Samsung Tab S9,Tablets,2,3500,7000,Centro,Cartão de Crédito,Recorrente
2024-05-19,PED01359,Samsung Galaxy S23,Smartphones,1,4200,4200,Centro,Cartão de Débito,Recorrente
2024-01-18,PED01360,Motorola Edge 40,Smartphones,2,2200,4400,Leste,Cartão de Crédito,Novo
2024-01-08,PED01361,Xiaomi 13,Smartphones,1,2800,2800,Leste,Cartão de Crédito,Novo
2024-08-03,PED01362,Xiaomi 13,Smartphones,2,2800,5600,Sul,Cartão de Crédito,Recorrente
2024-03-09,PED01363,iPad Air,Tablets,1,4200,4200,Leste,Cartão de Débito,Recorrente
2024-01-28,PED01364,Lenovo Tab P11,Tablets,2,1800,3600,Sul,PIX,Recorrente
2024-10-12,PED01365,Lenovo Tab P11,Tablets,1,1800,1800,Oeste,Cartão de Crédito,Recorrente
2024-05-24,PED01366,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Norte,PIX,Recorrente
2024-06-16,PED01367,Asus ROG,Laptops,1,9500,9500,Norte,PIX,Recorrente
2024-02-06,PED01368,Apple Watch Series 9,Smartwatches,2,4500,9000,Centro,PIX,Novo
2024-10-16,PED01369,Motorola Edge 40,Smartphones,1,2200,2200,Sul,Boleto,Novo
2024-04-19,PED01370,Samsung Buds,Fones de Ouvido,3,650,1950,Norte,Cartão de Crédito,Novo
2024-05-21,PED01371,Motorola Edge 40,Smartphones,1,2200,2200,Norte,PIX,Recorrente
2024-11-06,PED01372,Samsung Buds,Fones de Ouvido,1,650,650,Leste,Cartão de Crédito,Novo
2024-07-08,PED01373,Xiaomi Band 8,Smartwatches,1,350,350,Sul,Boleto,Recorrente
2024-05-01,PED01374,MacBook Air M2,Laptops,2,8500,17000,Norte,Boleto,Recorrente
2024-09-10,PED01375,iPhone 14,Smartphones,1,3500,3500,Sul,PIX,Recorrente
2024-12-23,PED01376,Apple Watch Series 9,Smartwatches,1,4500,4500,Leste,Cartão de Crédito,Recorrente
2024-03-05,PED01377,MacBook Air M2,Laptops,1,8500,8500,Centro,Cartão de Crédito,Recorrente
2024-12-08,PED01378,Xiaomi Band 8,Smartwatches,1,350,350,Centro,Boleto,Recorrente
2024-10-02,PED01379,Samsung Galaxy S23,Smartphones,2,4200,8400,Sul,Cartão de Débito,Recorrente
2024-10-04,PED01380,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Sul,PIX,Recorrente
2024-08-26,PED01381,AirPods Pro,Fones de Ouvido,1,1800,1800,Centro,Cartão de Crédito,Recorrente
2024-09-05,PED01382,Asus ROG,Laptops,1,9500,9500,Leste,PIX,Recorrente
2024-10-28,PED01383,Lenovo ThinkPad,Laptops,1,5800,5800,Leste,Cartão de Débito,Recorrente
2024-05-14,PED01384,Samsung Buds,Fones de Ouvido,2,650,1300,Leste,Boleto,Novo
2024-06-23,PED01385,Motorola Edge 40,Smartphones,2,2200,4400,Oeste,Boleto,Novo
2024-01-28,PED01386,Lenovo Tab P11,Tablets,2,1800,3600,Leste,Cartão de Débito,Novo
2024-09-06,PED01387,Lenovo ThinkPad,Laptops,1,5800,5800,Sul,Boleto,Novo
2024-11-28,PED01388,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Oeste,PIX,Recorrente
2024-07-28,PED01389,iPhone 14,Smartphones,1,3500,3500,Oeste,Cartão de Crédito,Recorrente
2024-03-15,PED01390,JBL Tune 510,Fones de Ouvido,3,280,840,Sul,PIX,Recorrente
2024-10-14,PED01391,Samsung Galaxy Watch 6,Smartwatches,2,2800,5600,Centro,Boleto,Recorrente
2024-03-06,PED01392,iPad Air,Tablets,1,4200,4200,Norte,PIX,Novo
2024-08-05,PED01393,Xiaomi 13,Smartphones,1,2800,2800,Oeste,Cartão de Crédito,Recorrente
2024-08-03,PED01394,Xiaomi Band 8,Smartwatches,1,350,350,Centro,Cartão de Crédito,Recorrente
2024-10-17,PED01395,Lenovo Tab P11,Tablets,1,1800,1800,Norte,Cartão de Débito,Recorrente
2024-09-25,PED01396,AirPods Pro,Fones de Ouvido,3,1800,5400,Leste,Boleto,Novo
2024-12-18,PED01397,Samsung Tab S9,Tablets,1,3500,3500,Sul,Boleto,Recorrente
2024-08-06,PED01398,AirPods Pro,Fones de Ouvido,2,1800,3600,Sul,Boleto,Recorrente
2024-01-15,PED01399,iPhone 14,Smartphones,1,3500,3500,Sul,Cartão de Débito,Novo
2024-04-17,PED01400,Dell XPS 15,Laptops,2,7200,14400,Leste,Cartão de Débito,Novo
2024-02-06,PED01401,Xiaomi Band 8,Smartwatches,1,350,350,Sul,Cartão de Crédito,Novo
2024-04-19,PED01402,Xiaomi 13,Smartphones,1,2800,2800,Leste,Cartão de Débito,Novo
2024-09-08,PED01403,Apple Watch Series 9,Smartwatches,1,4500,4500,Centro,Cartão de Crédito,Recorrente
2024-06-04,PED01404,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Centro,Cartão de Débito,Novo
2024-10-07,PED01405,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Leste,PIX,Recorrente
2024-08-19,PED01406,Samsung Galaxy S23,Smartphones,2,4200,8400,Leste,Cartão de Débito,Novo
2024-07-27,PED01407,Samsung Tab S9,Tablets,1,3500,3500,Leste,Cartão de Débito,Recorrente
2024-04-25,PED01408,Dell XPS 15,Laptops,1,7200,7200,Sul,PIX,Recorrente
2024-07-06,PED01409,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Sul,PIX,Novo
2024-03-19,PED01410,iPad Air,Tablets,1,4200,4200,Norte,Cartão de Crédito,Recorrente
2024-06-07,PED01411,Apple Watch Series 9,Smartwatches,1,4500,4500,Leste,Boleto,Novo
2024-01-10,PED01412,JBL Tune 510,Fones de Ouvido,1,280,280,Leste,PIX,Recorrente
2024-08-03,PED01413,Garmin Forerunner,Smartwatches,1,2200,2200,Leste,Cartão de Crédito,Recorrente
2024-08-27,PED01414,Asus ROG,Laptops,1,9500,9500,Oeste,Cartão de Crédito,Recorrente
2024-02-19,PED01415,iPad Air,Tablets,1,4200,4200,Centro,Cartão de Crédito,Recorrente
2024-01-20,PED01416,Motorola Edge 40,Smartphones,1,2200,2200,Norte,PIX,Recorrente
2024-07-05,PED01417,Xiaomi 13,Smartphones,1,2800,2800,Norte,Boleto,Recorrente
2024-08-26,PED01418,Asus ROG,Laptops,1,9500,9500,Norte,Cartão de Crédito,Novo
2024-05-17,PED01419,iPad Air,Tablets,2,4200,8400,Norte,Cartão de Débito,Novo
2024-09-27,PED01420,Motorola Edge 40,Smartphones,1,2200,2200,Leste,PIX,Novo
2024-10-05,PED01421,iPhone 14,Smartphones,2,3500,7000,Oeste,Cartão de Débito,Novo
2024-08-14,PED01422,iPhone 14,Smartphones,1,3500,3500,Leste,Cartão de Débito,Recorrente
2024-01-11,PED01423,Motorola Edge 40,Smartphones,1,2200,2200,Centro,Boleto,Recorrente
2024-03-07,PED01424,Samsung Galaxy S23,Smartphones,1,4200,4200,Oeste,Cartão de Débito,Recorrente
2024-03-02,PED01425,Apple Watch Series 9,Smartwatches,1,4500,4500,Oeste,PIX,Novo
2024-05-14,PED01426,Asus ROG,Laptops,2,9500,19000,Norte,PIX,Novo
2024-04-16,PED01427,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Norte,PIX,Recorrente
2024-04-24,PED01428,Xiaomi Band 8,Smartwatches,1,350,350,Oeste,Boleto,Recorrente
2024-05-18,PED01429,Samsung Buds,Fones de Ouvido,2,650,1300,Centro,Cartão de Crédito,Recorrente
2024-12-22,PED01430,Lenovo ThinkPad,Laptops,2,5800,11600,Centro,PIX,Novo
2024-09-13,PED01431,Samsung Tab S9,Tablets,2,3500,7000,Sul,Cartão de Débito,Recorrente
2024-01-01,PED01432,Samsung Galaxy S23,Smartphones,1,4200,4200,Oeste,Boleto,Novo
2024-12-18,PED01433,Lenovo ThinkPad,Laptops,1,5800,5800,Leste,Cartão de Débito,Novo
2024-11-09,PED01434,MacBook Air M2,Laptops,2,8500,17000,Leste,Boleto,Recorrente
2024-10-04,PED01435,Samsung Buds,Fones de Ouvido,2,650,1300,Norte,Boleto,Recorrente
2024-01-23,PED01436,Lenovo Tab P11,Tablets,1,1800,1800,Leste,Cartão de Débito,Recorrente
2024-08-24,PED01437,Lenovo ThinkPad,Laptops,1,5800,5800,Norte,Boleto,Recorrente
2024-04-26,PED01438,Samsung Tab S9,Tablets,2,3500,7000,Leste,Boleto,Recorrente
2024-11-01,PED01439,Lenovo ThinkPad,Laptops,2,5800,11600,Norte,Cartão de Débito,Recorrente
2024-09-26,PED01440,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Centro,Boleto,Recorrente
2024-02-08,PED01441,Apple Watch Series 9,Smartwatches,1,4500,4500,Norte,PIX,Recorrente
2024-06-26,PED01442,Samsung Tab S9,Tablets,2,3500,7000,Sul,Cartão de Crédito,Recorrente
2024-05-07,PED01443,Garmin Forerunner,Smartwatches,1,2200,2200,Norte,Cartão de Débito,Recorrente
2024-04-17,PED01444,Asus ROG,Laptops,2,9500,19000,Centro,Boleto,Recorrente
2024-07-04,PED01445,Samsung Galaxy S23,Smartphones,1,4200,4200,Leste,Boleto,Novo
2024-05-02,PED01446,Apple Watch Series 9,Smartwatches,1,4500,4500,Sul,Boleto,Novo
2024-04-10,PED01447,iPhone 14,Smartphones,1,3500,3500,Sul,PIX,Recorrente
2024-11-02,PED01448,Garmin Forerunner,Smartwatches,1,2200,2200,Sul,PIX,Recorrente
2024-06-04,PED01449,JBL Tune 510,Fones de Ouvido,2,280,560,Sul,Cartão de Crédito,Recorrente
2024-02-12,PED01450,Xiaomi Band 8,Smartwatches,2,350,700,Norte,PIX,Recorrente
2024-09-23,PED01451,Samsung Galaxy S23,Smartphones,1,4200,4200,Sul,PIX,Novo
2024-01-01,PED01452,Samsung Galaxy Watch 6,Smartwatches,2,2800,5600,Sul,Boleto,Recorrente
2024-08-04,PED01453,Xiaomi Band 8,Smartwatches,2,350,700,Oeste,Boleto,Recorrente
2024-12-05,PED01454,Xiaomi Band 8,Smartwatches,1,350,350,Norte,Cartão de Crédito,Novo
2024-07-05,PED01455,Amazon Fire HD,Tablets,1,850,850,Leste,PIX,Recorrente
2024-09-07,PED01456,AirPods Pro,Fones de Ouvido,1,1800,1800,Centro,PIX,Recorrente
2024-08-18,PED01457,MacBook Air M2,Laptops,1,8500,8500,Norte,Cartão de Crédito,Novo
2024-02-12,PED01458,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Norte,Boleto,Recorrente
2024-02-28,PED01459,MacBook Air M2,Laptops,1,8500,8500,Centro,Boleto,Recorrente
2024-08-12,PED01460,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Norte,Cartão de Débito,Recorrente
2024-06-01,PED01461,Lenovo Tab P11,Tablets,2,1800,3600,Leste,PIX,Novo
2024-09-16,PED01462,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Leste,Cartão de Débito,Recorrente
2024-05-10,PED01463,Motorola Edge 40,Smartphones,1,2200,2200,Leste,Cartão de Débito,Novo
2024-01-05,PED01464,Apple Watch Series 9,Smartwatches,1,4500,4500,Sul,Boleto,Recorrente
2024-01-17,PED01465,Apple Watch Series 9,Smartwatches,1,4500,4500,Sul,Boleto,Recorrente
2024-10-19,PED01466,JBL Tune 510,Fones de Ouvido,3,280,840,Leste,Cartão de Crédito,Recorrente
2024-03-28,PED01467,Samsung Tab S9,Tablets,1,3500,3500,Leste,Boleto,Novo
2024-07-06,PED01468,MacBook Air M2,Laptops,1,8500,8500,Centro,Cartão de Crédito,Recorrente
2024-10-08,PED01469,iPhone 14,Smartphones,1,3500,3500,Sul,Boleto,Novo
2024-03-04,PED01470,Lenovo Tab P11,Tablets,1,1800,1800,Sul,Cartão de Débito,Recorrente
2024-04-12,PED01471,AirPods Pro,Fones de Ouvido,2,1800,3600,Sul,Boleto,Novo
2024-02-07,PED01472,Asus ROG,Laptops,1,9500,9500,Leste,Cartão de Crédito,Novo
2024-11-22,PED01473,Samsung Tab S9,Tablets,1,3500,3500,Norte,Cartão de Crédito,Novo
2024-01-28,PED01474,iPhone 14,Smartphones,1,3500,3500,Norte,PIX,Recorrente
2024-05-11,PED01475,Samsung Galaxy S23,Smartphones,2,4200,8400,Leste,Boleto,Novo
2024-08-06,PED01476,JBL Tune 510,Fones de Ouvido,3,280,840,Norte,PIX,Recorrente
2024-06-03,PED01477,Samsung Tab S9,Tablets,1,3500,3500,Oeste,PIX,Recorrente
2024-01-16,PED01478,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Oeste,PIX,Novo
2024-09-02,PED01479,Samsung Tab S9,Tablets,1,3500,3500,Leste,Cartão de Débito,Recorrente
2024-12-19,PED01480,AirPods Pro,Fones de Ouvido,3,1800,5400,Oeste,Cartão de Débito,Recorrente
2024-03-20,PED01481,iPad Air,Tablets,1,4200,4200,Sul,Cartão de Crédito,Recorrente
2024-03-24,PED01482,Lenovo ThinkPad,Laptops,1,5800,5800,Sul,Cartão de Débito,Novo
2024-11-20,PED01483,Amazon Fire HD,Tablets,2,850,1700,Centro,Boleto,Recorrente
2024-09-12,PED01484,Lenovo ThinkPad,Laptops,2,5800,11600,Oeste,Boleto,Novo
2024-11-03,PED01485,JBL Tune 510,Fones de Ouvido,3,280,840,Norte,Cartão de Débito,Recorrente
2024-07-16,PED01486,MacBook Air M2,Laptops,1,8500,8500,Oeste,PIX,Novo
2024-11-14,PED01487,iPhone 14,Smartphones,2,3500,7000,Sul,PIX,Recorrente
2024-02-27,PED01488,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Centro,Cartão de Crédito,Recorrente
2024-01-25,PED01489,Samsung Tab S9,Tablets,2,3500,7000,Oeste,Cartão de Débito,Recorrente
2024-06-10,PED01490,JBL Tune 510,Fones de Ouvido,3,280,840,Oeste,PIX,Recorrente
2024-01-06,PED01491,Samsung Galaxy S23,Smartphones,1,4200,4200,Centro,PIX,Novo
2024-04-20,PED01492,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Norte,Cartão de Débito,Novo
2024-12-06,PED01493,Lenovo ThinkPad,Laptops,1,5800,5800,Sul,Cartão de Crédito,Recorrente
2024-08-11,PED01494,Dell XPS 15,Laptops,1,7200,7200,Centro,Boleto,Novo
2024-12-18,PED01495,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Oeste,PIX,Novo
2024-07-10,PED01496,Amazon Fire HD,Tablets,2,850,1700,Oeste,Cartão de Débito,Novo
2024-01-27,PED01497,AirPods Pro,Fones de Ouvido,3,1800,5400,Leste,Cartão de Débito,Novo
2024-12-14,PED01498,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Centro,Cartão de Crédito,Novo
2024-01-20,PED01499,Xiaomi Band 8,Smartwatches,1,350,350,Leste,Boleto,Novo
2024-11-07,PED01500,MacBook Air M2,Laptops,1,8500,8500,Leste,Cartão de Crédito,Recorrente
